Número do contrato,Data de assinatura do contrato,Valor do contrato,Duração do contrato,Nome da empresa ou fornecedor contratado,Nome da agência governamental,Valor total do contrato,Valor pago até o momento,Valor a ser pago no futuro,Data de pagamento de parcelas,Latitude,Longitude,Região,Estado,Histórico de Pagamentos
4773,2023-02-20,45408.45,1,Aragão da Luz Ltda.,Ministério do Desenvolvimento Regional,45408.45,33401.45,7596.6,"[datetime.date(2023, 6, 12)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2023, 6, 12), 'Valor': 4410.4}]"
2425,2021-06-27,18722.56,4,Moreira,Ministério da Educação,18722.56,16414.2,297.5900000000007,"[datetime.date(2024, 12, 23), datetime.date(2023, 10, 23), datetime.date(2025, 6, 11), datetime.date(2024, 9, 30)]",-9.66599,-35.735,Nordeste,AL,"[{'Data Pagamento': datetime.date(2024, 12, 23), 'Valor': 364.05}, {'Data Pagamento': datetime.date(2023, 10, 23), 'Valor': 111.31}, {'Data Pagamento': datetime.date(2025, 6, 11), 'Valor': 944.39}, {'Data Pagamento': datetime.date(2024, 9, 30), 'Valor': 591.02}]"
5292,2023-08-25,17403.36,2,da Rosa - EI,Ministério da Defesa,17403.36,16960.19,8.230000000001894,"[datetime.date(2024, 7, 16), datetime.date(2025, 5, 9)]",-5.09194,-42.8034,Nordeste,PI,"[{'Data Pagamento': datetime.date(2024, 7, 16), 'Valor': 349.69}, {'Data Pagamento': datetime.date(2025, 5, 9), 'Valor': 85.25}]"
6819,2021-02-14,36366.17,4,Gonçalves S.A.,Ministério das Relações Exteriores,36366.17,21420.23,47.90999999999873,"[datetime.date(2021, 10, 30), datetime.date(2022, 5, 4), datetime.date(2021, 12, 16), datetime.date(2023, 2, 12)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2021, 10, 30), 'Valor': 11331.84}, {'Data Pagamento': datetime.date(2022, 5, 4), 'Valor': 775.85}, {'Data Pagamento': datetime.date(2021, 12, 16), 'Valor': 2773.1}, {'Data Pagamento': datetime.date(2023, 2, 12), 'Valor': 17.24}]"
9757,2020-10-08,18905.61,4,Melo Ltda.,Ministério das Relações Exteriores,18905.61,12724.47,482.68000000000166,"[datetime.date(2021, 4, 21), datetime.date(2021, 9, 4), datetime.date(2022, 8, 31), datetime.date(2023, 9, 16)]",-10.9472,-37.0731,Nordeste,SE,"[{'Data Pagamento': datetime.date(2021, 4, 21), 'Valor': 1810.07}, {'Data Pagamento': datetime.date(2021, 9, 4), 'Valor': 368.95}, {'Data Pagamento': datetime.date(2022, 8, 31), 'Valor': 3242.96}, {'Data Pagamento': datetime.date(2023, 9, 16), 'Valor': 276.48}]"
8250,2022-10-17,10511.66,5,Oliveira,Ministério da Saúde,10511.66,1497.35,414.8199999999989,"[datetime.date(2023, 11, 14), datetime.date(2023, 3, 16), datetime.date(2023, 4, 23), datetime.date(2022, 10, 28), datetime.date(2025, 5, 6)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2023, 11, 14), 'Valor': 4667.18}, {'Data Pagamento': datetime.date(2023, 3, 16), 'Valor': 1583.72}, {'Data Pagamento': datetime.date(2023, 4, 23), 'Valor': 1689.78}, {'Data Pagamento': datetime.date(2022, 10, 28), 'Valor': 576.7}, {'Data Pagamento': datetime.date(2025, 5, 6), 'Valor': 82.11}]"
2169,2022-03-25,27220.01,5,Cardoso,Ministério da Educação,27220.01,24465.38,0.759999999997536,"[datetime.date(2026, 3, 2), datetime.date(2024, 3, 12), datetime.date(2023, 8, 4), datetime.date(2025, 2, 15), datetime.date(2026, 7, 15)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2026, 3, 2), 'Valor': 886.39}, {'Data Pagamento': datetime.date(2024, 3, 12), 'Valor': 978.53}, {'Data Pagamento': datetime.date(2023, 8, 4), 'Valor': 833.75}, {'Data Pagamento': datetime.date(2025, 2, 15), 'Valor': 32.94}, {'Data Pagamento': datetime.date(2026, 7, 15), 'Valor': 22.26}]"
2273,2022-11-20,41096.46,4,Freitas,Ministério da Economia,41096.46,17034.07,2221.299999999999,"[datetime.date(2024, 5, 22), datetime.date(2024, 2, 24), datetime.date(2023, 4, 2), datetime.date(2026, 3, 4)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2024, 5, 22), 'Valor': 14820.26}, {'Data Pagamento': datetime.date(2024, 2, 24), 'Valor': 5775.39}, {'Data Pagamento': datetime.date(2023, 4, 2), 'Valor': 859.06}, {'Data Pagamento': datetime.date(2026, 3, 4), 'Valor': 386.38}]"
9113,2022-04-13,20896.58,4,Mendes Viana Ltda.,Ministério da Justiça,20896.58,4721.12,304.5100000000017,"[datetime.date(2025, 8, 31), datetime.date(2023, 5, 29), datetime.date(2024, 5, 11), datetime.date(2025, 10, 19)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2025, 8, 31), 'Valor': 7938.36}, {'Data Pagamento': datetime.date(2023, 5, 29), 'Valor': 2236.01}, {'Data Pagamento': datetime.date(2024, 5, 11), 'Valor': 5408.97}, {'Data Pagamento': datetime.date(2025, 10, 19), 'Valor': 287.61}]"
8933,2019-03-29,39514.78,2,Lopes Almeida - EI,Ministério da Saúde,39514.78,25454.12,6386.91,"[datetime.date(2020, 8, 8), datetime.date(2020, 1, 8)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2020, 8, 8), 'Valor': 7392.19}, {'Data Pagamento': datetime.date(2020, 1, 8), 'Valor': 281.56}]"
5182,2022-07-30,32971.13,4,Pereira - ME,"Ministério da Agricultura, Pecuária e Abastecimento",32971.13,21587.7,386.4199999999967,"[datetime.date(2023, 7, 13), datetime.date(2023, 10, 15), datetime.date(2024, 2, 10), datetime.date(2025, 4, 15)]",-3.119,-60.0212,Norte,AM,"[{'Data Pagamento': datetime.date(2023, 7, 13), 'Valor': 9126.58}, {'Data Pagamento': datetime.date(2023, 10, 15), 'Valor': 1144.24}, {'Data Pagamento': datetime.date(2024, 2, 10), 'Valor': 720.75}, {'Data Pagamento': datetime.date(2025, 4, 15), 'Valor': 5.44}]"
8056,2020-02-01,49469.1,1,Viana,Ministério da Justiça,49469.1,16139.6,23902.5,"[datetime.date(2020, 4, 14)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2020, 4, 14), 'Valor': 9427.0}]"
2604,2023-09-30,23463.75,1,Almeida - ME,Ministério das Relações Exteriores,23463.75,15583.26,6347.91,"[datetime.date(2024, 5, 11)]",-19.9102,-43.9266,Sudeste,MG,"[{'Data Pagamento': datetime.date(2024, 5, 11), 'Valor': 1532.58}]"
9762,2021-07-17,39637.82,4,Moreira,Ministério das Relações Exteriores,39637.82,11969.13,3716.370000000003,"[datetime.date(2022, 4, 26), datetime.date(2024, 8, 24), datetime.date(2025, 2, 28), datetime.date(2023, 9, 28)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2022, 4, 26), 'Valor': 11352.68}, {'Data Pagamento': datetime.date(2024, 8, 24), 'Valor': 5596.37}, {'Data Pagamento': datetime.date(2025, 2, 28), 'Valor': 4273.33}, {'Data Pagamento': datetime.date(2023, 9, 28), 'Valor': 2729.94}]"
6277,2021-01-03,10079.49,5,Monteiro,Ministério da Defesa,10079.49,8278.78,0.4399999999992088,"[datetime.date(2024, 7, 7), datetime.date(2023, 11, 2), datetime.date(2021, 11, 14), datetime.date(2022, 8, 13), datetime.date(2023, 2, 6)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2024, 7, 7), 'Valor': 1790.84}, {'Data Pagamento': datetime.date(2023, 11, 2), 'Valor': 0.01}, {'Data Pagamento': datetime.date(2021, 11, 14), 'Valor': 7.49}, {'Data Pagamento': datetime.date(2022, 8, 13), 'Valor': 0.53}, {'Data Pagamento': datetime.date(2023, 2, 6), 'Valor': 1.4}]"
5327,2021-07-09,35878.29,2,Martins,Ministério da Saúde,35878.29,26932.12,707.8700000000017,"[datetime.date(2021, 10, 27), datetime.date(2021, 10, 9)]",-15.601,-56.0974,Centro-Oeste,MT,"[{'Data Pagamento': datetime.date(2021, 10, 27), 'Valor': 3701.8}, {'Data Pagamento': datetime.date(2021, 10, 9), 'Valor': 4536.5}]"
2362,2023-03-04,29396.78,4,Ribeiro,Ministério da Economia,29396.78,9061.27,2088.7199999999984,"[datetime.date(2024, 11, 5), datetime.date(2023, 7, 3), datetime.date(2026, 5, 14), datetime.date(2026, 1, 5)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2024, 11, 5), 'Valor': 13509.59}, {'Data Pagamento': datetime.date(2023, 7, 3), 'Valor': 1256.57}, {'Data Pagamento': datetime.date(2026, 5, 14), 'Valor': 2988.58}, {'Data Pagamento': datetime.date(2026, 1, 5), 'Valor': 492.05}]"
1319,2020-01-04,15224.54,3,Gomes,Ministério do Meio Ambiente,15224.54,9081.11,1.3500000000003638,"[datetime.date(2021, 3, 24), datetime.date(2022, 8, 7), datetime.date(2021, 2, 20)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2021, 3, 24), 'Valor': 4078.87}, {'Data Pagamento': datetime.date(2022, 8, 7), 'Valor': 1035.08}, {'Data Pagamento': datetime.date(2021, 2, 20), 'Valor': 1028.13}]"
2265,2020-10-27,23426.9,5,da Luz,Ministério do Desenvolvimento Regional,23426.9,7305.38,145.28000000000043,"[datetime.date(2021, 11, 29), datetime.date(2023, 7, 23), datetime.date(2024, 9, 1), datetime.date(2022, 2, 23), datetime.date(2025, 6, 8)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2021, 11, 29), 'Valor': 8511.52}, {'Data Pagamento': datetime.date(2023, 7, 23), 'Valor': 1621.59}, {'Data Pagamento': datetime.date(2024, 9, 1), 'Valor': 1756.81}, {'Data Pagamento': datetime.date(2022, 2, 23), 'Valor': 2219.0}, {'Data Pagamento': datetime.date(2025, 6, 8), 'Valor': 1867.32}]"
3307,2021-04-18,16743.93,4,Araújo,Ministério da Defesa,16743.93,1244.25,159.96999999999974,"[datetime.date(2022, 3, 23), datetime.date(2022, 5, 7), datetime.date(2025, 1, 14), datetime.date(2025, 3, 20)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2022, 3, 23), 'Valor': 4496.4}, {'Data Pagamento': datetime.date(2022, 5, 7), 'Valor': 9764.54}, {'Data Pagamento': datetime.date(2025, 1, 14), 'Valor': 1020.08}, {'Data Pagamento': datetime.date(2025, 3, 20), 'Valor': 58.69}]"
5414,2023-05-02,42492.49,1,Monteiro,Ministério da Defesa,42492.49,13826.96,13746.279999999999,"[datetime.date(2023, 6, 26)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2023, 6, 26), 'Valor': 14919.25}]"
8419,2021-02-20,31296.35,4,Farias,Ministério da Defesa,31296.35,20328.99,87.20999999999697,"[datetime.date(2022, 9, 6), datetime.date(2023, 7, 2), datetime.date(2024, 7, 10), datetime.date(2024, 1, 24)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2022, 9, 6), 'Valor': 6506.71}, {'Data Pagamento': datetime.date(2023, 7, 2), 'Valor': 3082.58}, {'Data Pagamento': datetime.date(2024, 7, 10), 'Valor': 1003.59}, {'Data Pagamento': datetime.date(2024, 1, 24), 'Valor': 287.27}]"
5301,2023-10-04,10215.48,3,da Cunha S/A,Ministério da Educação,10215.48,2575.41,313.69999999999953,"[datetime.date(2026, 6, 30), datetime.date(2026, 2, 6), datetime.date(2024, 10, 17)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2026, 6, 30), 'Valor': 4306.43}, {'Data Pagamento': datetime.date(2026, 2, 6), 'Valor': 2953.64}, {'Data Pagamento': datetime.date(2024, 10, 17), 'Valor': 66.3}]"
1177,2019-08-31,34253.56,3,Nunes,Ministério da Saúde,34253.56,16276.15,27.869999999996935,"[datetime.date(2020, 12, 19), datetime.date(2020, 2, 28), datetime.date(2020, 7, 6)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2020, 12, 19), 'Valor': 9668.81}, {'Data Pagamento': datetime.date(2020, 2, 28), 'Valor': 7309.74}, {'Data Pagamento': datetime.date(2020, 7, 6), 'Valor': 970.99}]"
4780,2020-01-29,31707.01,1,Pinto,Ministério da Justiça,31707.01,4312.37,17830.07,"[datetime.date(2020, 4, 17)]",-5.09194,-42.8034,Nordeste,PI,"[{'Data Pagamento': datetime.date(2020, 4, 17), 'Valor': 9564.57}]"
1123,2019-08-02,41959.0,4,Ramos,"Ministério da Agricultura, Pecuária e Abastecimento",41959.0,8198.32,1578.060000000002,"[datetime.date(2021, 11, 29), datetime.date(2022, 10, 20), datetime.date(2023, 3, 1), datetime.date(2021, 10, 18)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2021, 11, 29), 'Valor': 30247.51}, {'Data Pagamento': datetime.date(2022, 10, 20), 'Valor': 31.74}, {'Data Pagamento': datetime.date(2023, 3, 1), 'Valor': 557.84}, {'Data Pagamento': datetime.date(2021, 10, 18), 'Valor': 1345.53}]"
9065,2022-02-11,10853.67,2,Cavalcanti e Filhos,"Ministério da Agricultura, Pecuária e Abastecimento",10853.67,9865.77,69.3799999999996,"[datetime.date(2022, 6, 28), datetime.date(2022, 7, 20)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2022, 6, 28), 'Valor': 767.34}, {'Data Pagamento': datetime.date(2022, 7, 20), 'Valor': 151.18}]"
1380,2021-07-19,24007.06,2,Moraes Cunha S.A.,Ministério da Economia,24007.06,14457.29,8664.410000000002,"[datetime.date(2022, 3, 23), datetime.date(2022, 6, 29)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2022, 3, 23), 'Valor': 403.14}, {'Data Pagamento': datetime.date(2022, 6, 29), 'Valor': 482.22}]"
4680,2021-12-02,43203.34,1,Almeida da Costa S.A.,Ministério da Justiça,43203.34,41810.46,75.40999999999735,"[datetime.date(2022, 8, 1)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2022, 8, 1), 'Valor': 1317.47}]"
4217,2019-05-12,38008.76,5,Ramos,Ministério das Relações Exteriores,38008.76,27508.21,183.68000000000245,"[datetime.date(2021, 10, 5), datetime.date(2022, 8, 10), datetime.date(2023, 1, 6), datetime.date(2021, 3, 6), datetime.date(2022, 12, 11)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2021, 10, 5), 'Valor': 1941.1}, {'Data Pagamento': datetime.date(2022, 8, 10), 'Valor': 2468.38}, {'Data Pagamento': datetime.date(2023, 1, 6), 'Valor': 3720.42}, {'Data Pagamento': datetime.date(2021, 3, 6), 'Valor': 1524.35}, {'Data Pagamento': datetime.date(2022, 12, 11), 'Valor': 662.62}]"
7773,2019-11-12,46662.23,2,Nunes - ME,Ministério da Educação,46662.23,7790.34,18289.14,"[datetime.date(2021, 1, 28), datetime.date(2021, 9, 19)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2021, 1, 28), 'Valor': 16873.17}, {'Data Pagamento': datetime.date(2021, 9, 19), 'Valor': 3709.58}]"
1811,2018-11-23,24726.41,3,Correia e Filhos,Ministério do Meio Ambiente,24726.41,3605.98,1585.62,"[datetime.date(2019, 8, 28), datetime.date(2020, 8, 16), datetime.date(2021, 6, 12)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2019, 8, 28), 'Valor': 15952.7}, {'Data Pagamento': datetime.date(2020, 8, 16), 'Valor': 1808.53}, {'Data Pagamento': datetime.date(2021, 6, 12), 'Valor': 1773.58}]"
3552,2022-05-16,20352.46,2,Almeida Pereira - EI,"Ministério da Agricultura, Pecuária e Abastecimento",20352.46,11239.19,2636.509999999999,"[datetime.date(2023, 3, 19), datetime.date(2023, 5, 7)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2023, 3, 19), 'Valor': 6190.28}, {'Data Pagamento': datetime.date(2023, 5, 7), 'Valor': 286.48}]"
3101,2023-04-17,16262.64,4,Rocha,Ministério das Relações Exteriores,16262.64,6004.68,858.0199999999988,"[datetime.date(2025, 10, 3), datetime.date(2026, 4, 30), datetime.date(2027, 1, 29), datetime.date(2025, 10, 4)]",-10.9472,-37.0731,Nordeste,SE,"[{'Data Pagamento': datetime.date(2025, 10, 3), 'Valor': 5791.51}, {'Data Pagamento': datetime.date(2026, 4, 30), 'Valor': 1156.67}, {'Data Pagamento': datetime.date(2027, 1, 29), 'Valor': 2099.02}, {'Data Pagamento': datetime.date(2025, 10, 4), 'Valor': 352.74}]"
4570,2023-03-07,30554.28,3,Freitas Melo - EI,Ministério do Desenvolvimento Regional,30554.28,3631.0,1040.52,"[datetime.date(2024, 8, 16), datetime.date(2025, 9, 4), datetime.date(2024, 7, 23)]",-19.9102,-43.9266,Sudeste,MG,"[{'Data Pagamento': datetime.date(2024, 8, 16), 'Valor': 24329.19}, {'Data Pagamento': datetime.date(2025, 9, 4), 'Valor': 697.96}, {'Data Pagamento': datetime.date(2024, 7, 23), 'Valor': 855.61}]"
7402,2019-09-04,13377.02,5,Gomes Ltda.,Ministério da Justiça,13377.02,1058.47,1.2500000000011096,"[datetime.date(2024, 6, 15), datetime.date(2020, 6, 29), datetime.date(2023, 11, 7), datetime.date(2024, 6, 21), datetime.date(2024, 2, 1)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2024, 6, 15), 'Valor': 1422.0}, {'Data Pagamento': datetime.date(2020, 6, 29), 'Valor': 4683.12}, {'Data Pagamento': datetime.date(2023, 11, 7), 'Valor': 3553.82}, {'Data Pagamento': datetime.date(2024, 6, 21), 'Valor': 2657.08}, {'Data Pagamento': datetime.date(2024, 2, 1), 'Valor': 1.28}]"
9196,2021-02-12,15566.95,2,da Cunha - ME,Ministério da Economia,15566.95,14533.45,61.180000000000064,"[datetime.date(2022, 4, 3), datetime.date(2021, 12, 26)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2022, 4, 3), 'Valor': 544.42}, {'Data Pagamento': datetime.date(2021, 12, 26), 'Valor': 427.9}]"
6830,2021-02-23,42784.71,3,Araújo,Ministério do Meio Ambiente,42784.71,28662.73,1829.2499999999984,"[datetime.date(2022, 5, 8), datetime.date(2021, 8, 1), datetime.date(2021, 10, 1)]",-9.9747,-67.8076,Norte,AC,"[{'Data Pagamento': datetime.date(2022, 5, 8), 'Valor': 9026.04}, {'Data Pagamento': datetime.date(2021, 8, 1), 'Valor': 2847.03}, {'Data Pagamento': datetime.date(2021, 10, 1), 'Valor': 419.66}]"
4306,2021-10-02,40715.42,1,da Costa,Ministério da Educação,40715.42,6589.4,1493.0099999999984,"[datetime.date(2022, 8, 29)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2022, 8, 29), 'Valor': 32633.01}]"
3544,2022-11-06,39052.0,4,Pereira S.A.,Ministério da Economia,39052.0,11811.69,568.1999999999973,"[datetime.date(2024, 5, 29), datetime.date(2024, 4, 18), datetime.date(2025, 5, 26), datetime.date(2025, 12, 27)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2024, 5, 29), 'Valor': 25745.43}, {'Data Pagamento': datetime.date(2024, 4, 18), 'Valor': 234.77}, {'Data Pagamento': datetime.date(2025, 5, 26), 'Valor': 363.12}, {'Data Pagamento': datetime.date(2025, 12, 27), 'Valor': 328.79}]"
2590,2019-08-18,24932.83,3,Santos Barbosa e Filhos,Ministério do Meio Ambiente,24932.83,1644.94,600.040000000004,"[datetime.date(2022, 3, 26), datetime.date(2020, 1, 21), datetime.date(2021, 3, 18)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2022, 3, 26), 'Valor': 15839.96}, {'Data Pagamento': datetime.date(2020, 1, 21), 'Valor': 6550.58}, {'Data Pagamento': datetime.date(2021, 3, 18), 'Valor': 297.31}]"
1411,2021-11-08,43166.93,5,Silveira S.A.,Ministério do Meio Ambiente,43166.93,42345.75,46.8900000000003,"[datetime.date(2026, 6, 21), datetime.date(2025, 1, 7), datetime.date(2026, 6, 5), datetime.date(2023, 6, 21), datetime.date(2023, 2, 17)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2026, 6, 21), 'Valor': 167.62}, {'Data Pagamento': datetime.date(2025, 1, 7), 'Valor': 478.38}, {'Data Pagamento': datetime.date(2026, 6, 5), 'Valor': 87.96}, {'Data Pagamento': datetime.date(2023, 6, 21), 'Valor': 35.86}, {'Data Pagamento': datetime.date(2023, 2, 17), 'Valor': 4.47}]"
7657,2022-04-11,12045.08,5,da Mata,Ministério da Defesa,12045.08,10735.7,16.949999999999203,"[datetime.date(2022, 7, 23), datetime.date(2026, 5, 6), datetime.date(2025, 7, 23), datetime.date(2022, 4, 29), datetime.date(2023, 9, 28)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2022, 7, 23), 'Valor': 300.06}, {'Data Pagamento': datetime.date(2026, 5, 6), 'Valor': 167.49}, {'Data Pagamento': datetime.date(2025, 7, 23), 'Valor': 743.83}, {'Data Pagamento': datetime.date(2022, 4, 29), 'Valor': 75.53}, {'Data Pagamento': datetime.date(2023, 9, 28), 'Valor': 5.52}]"
8577,2019-02-10,10792.06,2,da Luz,Ministério das Relações Exteriores,10792.06,2807.32,1699.19,"[datetime.date(2020, 10, 5), datetime.date(2019, 4, 23)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2020, 10, 5), 'Valor': 4934.49}, {'Data Pagamento': datetime.date(2019, 4, 23), 'Valor': 1351.06}]"
3619,2021-05-02,23869.93,3,Cavalcanti,Ministério da Defesa,23869.93,757.03,424.54000000000235,"[datetime.date(2021, 12, 12), datetime.date(2022, 3, 26), datetime.date(2022, 3, 26)]",-2.53874,-44.2825,Nordeste,MA,"[{'Data Pagamento': datetime.date(2021, 12, 12), 'Valor': 18618.05}, {'Data Pagamento': datetime.date(2022, 3, 26), 'Valor': 3645.41}, {'Data Pagamento': datetime.date(2022, 3, 26), 'Valor': 424.9}]"
5065,2023-05-13,27647.19,3,Pereira,Ministério das Relações Exteriores,27647.19,8090.06,994.139999999998,"[datetime.date(2023, 6, 13), datetime.date(2025, 9, 8), datetime.date(2024, 4, 18)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2023, 6, 13), 'Valor': 13174.71}, {'Data Pagamento': datetime.date(2025, 9, 8), 'Valor': 2856.02}, {'Data Pagamento': datetime.date(2024, 4, 18), 'Valor': 2532.26}]"
8398,2019-01-27,39352.92,2,Novaes S.A.,Ministério da Defesa,39352.92,2430.95,8944.830000000002,"[datetime.date(2020, 5, 6), datetime.date(2019, 11, 16)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2020, 5, 6), 'Valor': 26860.64}, {'Data Pagamento': datetime.date(2019, 11, 16), 'Valor': 1116.5}]"
1187,2020-11-22,41271.0,4,Caldeira S/A,Ministério da Economia,41271.0,33690.99,194.34000000000196,"[datetime.date(2022, 6, 26), datetime.date(2024, 6, 29), datetime.date(2022, 8, 26), datetime.date(2021, 7, 5)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2022, 6, 26), 'Valor': 3390.34}, {'Data Pagamento': datetime.date(2024, 6, 29), 'Valor': 2328.2}, {'Data Pagamento': datetime.date(2022, 8, 26), 'Valor': 985.19}, {'Data Pagamento': datetime.date(2021, 7, 5), 'Valor': 681.94}]"
5863,2020-02-19,46473.08,1,Almeida - EI,Ministério do Meio Ambiente,46473.08,39359.4,3612.7000000000003,"[datetime.date(2020, 10, 5)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2020, 10, 5), 'Valor': 3500.98}]"
2295,2019-07-19,13260.96,1,Oliveira e Filhos,Ministério das Relações Exteriores,13260.96,7947.74,167.90999999999894,"[datetime.date(2020, 1, 6)]",-15.601,-56.0974,Centro-Oeste,MT,"[{'Data Pagamento': datetime.date(2020, 1, 6), 'Valor': 5145.31}]"
